English,Nagamese
A healthy and purposeful life could help us join their ranks, Ekta bhal aru purposeful jibon amikhan ke etu line te anibo .
Given the rise in life expectancy around the world the number of supercentenarians night also increase.,Life expectancy besi huwa pora duniya te supercentenarians bhi besi hobo.
"If you keep your mind and body busy , you will be around a long time."," Tumi mind aru body busy raikile, tumi dighol jinda thakibo."
I just haven't died yet.,Moi aji tak mora nai.
The secret is smiling and having a good day., Secret homai hasibo aru bhal din thakibo.
Food won't help you live longer.,Khana khanile tumi besi najiba. Jibon'ot khana dher important nai. 
Food is least important thing in life., Celebration khan jibon shuru karne time toh lagei. 
Celebrations seem to be and is initial part of life .,Jinda thakibo di kushi kushi toh tension nalobo. 
The secret to a long live is not to worry.,Tension dur koribo karne rasta'ot ulaikena manu khan ke hello kobo. 
The best way to avoid anxiety is to go out in the street and say hello to people.,Mui laga main kam dost aru poroshi khan logote joma hobo.
My main hobby is getting together with friends and neighbours.,Din din notun manu logote kotha patibo. 
Talking each day with the new people.,"Tumi bhal puwa khan logote kotha patile, etu toh jibon bisi din jibole karne rasta ase."
"Talking each day with the people you love, that's the secret to a long life.",Poroshi khan logote kotha barta aru chaa pibo. 
Chatting and drinking tea with my neighbours.,"Dheere dheere aru aram se thakibo, joldi nahakile tumi bisi din jibibo."
"Slow down, and relax, you live much longer if you are not in a hurry.",Din din alag alag kam koribo. 
Do many different things everyday.,"Din din mui nijeke kobo, mui nijeke bhal pau. Mui dhuniya ase. "
Everyday I say to myself I love myself.,Mui dhon aru maal wala ase. Mui pisat napharu mui teneibo.
I am healthy.,Mui dhuniya ase.
I am wealthy,Mui dhon aru maal wala ase. 
I don't chase   I attract.,Mui pisat napharu mui teneibo. 
I attract .,Mui teneibo.
Dancing in singing with your grand children is the best thing in life.,Nachibo aru gana gaibo apon laga nati nati khan logote etu toh jibon laga dher bhal kam ase. 
The most important thing in life is to keep smiling.,Jibon'ot dher important toh hansi te hansi te thakibo. 
There is no secret to it.the trick is just a live.,Eku secret nai etu'ot.
They are very proud of their traditions and local culture.,Taikhan laga purana riti-riwaj aro culture nimite bohut ghamand kare.
They celebrate all the time even little thing.,"Taikhan khanaharu sob time celebrate kore, chutu kura khan o."
They are passionate about everything's day do.,Taikhan sob kaam te mon di ase.
They have an important purpose in life or survival.,    Jibon toh thaka important karon ase nahole bachi thakibo lage.
"They are always coming and going to sing karaoke, visit the neighbours, or play games.","    Taikhan toh ahijai thake gan gabole karaoke te, porosi logot bhet koribo nimite, nahole games khelibo nimite."
What secrets to long life do the Japanese hold?,    Ki dhoron secrets Japanese manu khan use kore dirgho jibon bachi thakibo nimite?
"Locals eat a white variety of foods ,specially vegetables.","    Etha karone taikhan sob white dhoron khana bostu khai, specially sobji."
They eat at least five servings of fruits and vegetables everyday.,    Taikhan atleast panch baar fruits aru sobji khai ek ek din te.
Grains are the foundations of their diet.,    Grains taikhan khanar buniyad ase.
The rarely eat sugar.,    Taikhan toh komti sugar khai.
Reducing the risk of heart attack.,    Heart attack hobo dikh komti hoi.
Strengthening the immune system.,    Immune system toh takat dibo.
Dry fruits which contain vitamins and antioxidant and give you energy.,    Suka phal khan juntu te vitamins aru antioxidant ase aru tumik takat dibo.
Yoga is  comes from India.,    Yoga toh India pora ahise.
A balloon filled with helium.,    Euta balloon juntu helium pora bhorai ase.
A person jumping of a diving board.,    Euta manu diving board pora jomp marise.
The person falls towards the water due to the gravity.,    Gravity thaka karone manu pani phale niche porise.
A person riding a bicycle,    Euta manu bicycle solai ase.
The balloon floates upward because helium is less dense then air.,    Balloon toh upar phale uri jabo kelemane helium toh hawa pora komti dence ase.
Reverse of string using stack.,    String ulta koribo nimite stack use kore.
Searching in a single link list.,    Single link list te khujibo.
Insertion in a single linked list.,Single linked list ot bhitor insertion.
Insertion in double linked list.,Double linked list ot insertion. 
Creation of a single linked list.,Single linked list to bonuwa. 
Array implementation of queue.,Queue to array te implement koribo. 
Array implementations of stack.,Stack to array te implement koribo. 
Link list implementations of stack.,Stack to link list te implement koribo.
Writing a recursive function.,Recursive function likhibo.
Summation of number from 1 to n.,1 pora n tak number to plus koribo. 
Displaying number from 1 to n.,1 pora n tak number dekhuwa. 
Display and summations of series.,Series to dekhuwa aru plus koribo.
Non recursive for binary tree.,Binary tree nimite non-recursive. 
Representations of binary tree in memory.,Memory te binary tree keneka represent kore. 
Passing structure members as arguments.,Structure member khan argument hisaabe dibo.
Selection sort by exchanging data.,Selection sort data exchange kori kene. 
Bubbleshot by exchanging data.,Bubbleshot data exchange kori kene. 
Selection short by rearrangeing links.,Selection short link khan rearrange kori kene.
Polynomial arithmetic with linked list.,Polynomial arithmetic linked list logote.
Flow of control in recursive function.,Recursive function ot flow of control. 
Link representations of binary tree.,Binary tree nimite link representation.
Family is the place where you learn your first lesson in life.,"Family to etu jindagi te shika aru bhal path huwa jaga ase.
"
Good values and good morals are always taught in a family.,Bhal niti aru bhal kam family te hikhai.
"In the family, we are prepared to respect our elders and love younger ones.",Family te loku dangor ke keneka respect dibo lage aru sot ke ke keneka morom dibo lage hikai.
"We learn lessons consistently from our family, about honesty, dependability, kindness and so on.","Ami family pura hosa, biswas aru doya keneka koribo lage sikhi."
 My family is the best family for me. I live in a nuclear family of four members.,"Moi laga family moi nimite sobse bhal ase. Moi chota family te ase, ami chari jon ase."
My father is a teacher.,Baba ekjon teacher ase.
He is the man who heads and leads our family. ,Baba family laga mukhiya ase.
My mother is a housewife as well as a beautician.,Ama laga ma ekjon housewife aru beautician bhi ase.
I love my family because they are the jewels of my life. ,Moi ama laga family ke morom kore kelemane etu ama laga zindegi laga kimti chiz ase.
Christmas is one of the most famous and light-hearted festivals which is celebrated across the world by billions of people.,"Christmas ekta dangor festival ase, etu duniya pura billions manu celebrate kore."
The greatest wealth is our own health.,Sobse dangor dolot to ama laga health ase.
"A healthy person can earn lots of money however an unhealthy person cannot because of a lack of motivation, interest, and concentration level.","Ekta bhal manu to paisa kamae pare, hoilebi ekta bimar manu to napare kelemane ta te mon aru khushi nithake."
"Wealth matters, but, is not as important as health.","Paisa dorkar ase, hoilebi health itna dorkar nai."
Rapid technological advances have reduced the dependency on natural resources or the factors in proportion to it.,Technology dinodin unnoti huwa pora natural chiz upor te nirvor kamti hoise.
"If we look at the global scenario, the modern world is moving exceptionally fast.","Duniya ke dikile, etu nua duniya bohut joldi aage bohi ase."
The government spends less money on infrastructure and laboratories.,Sorkar to infrastructure aru laboratory nimite kamti paisa kharcha kore.
The parents supported the case for adequate education for the children irrespective of their sex. ,Parents khan bhi potiara dise ki chokra aru chokri khan ke bhal porhai dibo lage.
It is useful in producing a sensation of solidarity and a feeling of equivalent obligation among boys and girls.,Etu pora chokra aru chokri khan ekta jote thakibo aru ek dosra ke madad koribo nimite.
"When young boys and girls come closer to each other, they take more care in understanding each other.","Jitia chokra aru chokri khan dosti kore, taikhan ek dosra ke bujibo nimite dhyan thakhe."
There are two basic purposes behind education.,Education dikena laga duto main maqsad ase.
"The first is to free people from ignorance, superstition, bad habits, and many wrong ideas.","Pehla kaam toh janta ke agyan, andhvishwas, bura aadat, aru bisi ulta sidha idea pora mukt koribo lage."
"Secondly, to provide the citizens of a country with some skill or special kind of knowledge that would enable them to earn a decent living.","Dusra, desh ke nagrik khan ke etu nisina skill dibo lageh, juntu pora taikhan dhang se jibo nimite paisa kamaibo pare."
