English,Kokborok
"But Esau said, “I have enough, my brother; keep what you have for yourself.”","Esau hai hwnwi sa kha, “Takhuk, ani kwbángma’-no tongo, ninino nwng’-no na di.”"
"Jacob said, “No, I pray you, if I have found favor in your sight, then accept my present from my hand; for truly to see your face is like seeing the face of God, with such favor have you received me.","Jakob hai hwnwi sa kha, “I’nhi, ang nono koi ja-o, nwng ano bwkha phurwi’-no tong khe nwng ang rwmani ani yakni hilino yachak ja di. Ang nini mwkhangno Kaitorni mwkhang hai khe nugo. Nwng ano tabuk belai kheno kaham khe na kha."
"Accept, I pray you, my gift that is brought to you, because God has dealt graciously with me, and because I have enough.” Thus he urged him, and he took it.",Ang nini bagwi tubuma hilino yachak ja di; Kaitor ano khairogwi tongmani bai ani bebak nangmarokno Kaitor ano rw bai kha.” Bo yachak yasak’-no Jakob bono koi máng tong kha.
"Then Esau said, “Let us journey on our way, and I will go before you.”","Hakhe Esau hai hwnwi sa kha, “Phai di tháng lai si anw, ang lam rw gra anw.”"
"But Jacob said to him, “My lord knows that the children are frail, and that the flocks and herds giving suck are a care to me; and if they are overdriven for one day, all the flocks will die.","Jakob hai hwnwi sa kha, “Nwng saui mano chwrairok kebel máng, merarok, mal-matarok bórokni bwsa kwlwiroknobo ma uansugo, bórok salsa ma him khe bebakno thwi se pái bainai."
"Let my lord pass on before his servant, and I will lead on slowly, according to the pace of the cattle which are before me and according to the pace of the children, until I come to my lord in Seir.”","Nwng ani slái swkang tháng gra si di, ang twrwk twrwk khe phai anw. Ang mal-mata tei bwsarokno tẃiwi ang doui manma tẃi’-no doui phaiwi nono Seiro malai phai anw.”"
"So Esau said, “Let me leave with you some of the men who are with me.” But he said, “What need is there? Let me find favor in the sight of my lord.”","Esau hai hwnwi sa kha, “Ani kisa borokno nwng bai klang anw.”
Tamo khe Jakob hai hwnwi sa kha, “Nwng ano chajak khe se wng kha, abo ba tamo nangnai?”"
So Esau returned that day on his way to Seir.,"Hakhe, Esau Salono bini lama Seir bwkhak tháng kha."
"But Jacob journeyed to Succoth, and built himself a house, and made booths for his cattle; therefore the name of the place is called Succoth.",Jakob khe Sukoto tháng kha tei aro bini bagwi tei bini mal-matarokni bagwi nok tangwi kha. Aboni bagwino abono Sukot hwnwi mung pharjago.
"And Jacob came safely to the city of Shechem, which is in the land of Canaan, on his way from Paddan-aram; and he camped before the city.",Hakhe Jakob Padan-aramni phaiwi Kanan hani Sekemni kamiyungo kaham kwrwng khe sók phaiwi aro batham khlai kha.
"And from the sons of Hamor, Shechem's father, he bought for a hundred pieces of money the piece of land on which he had pitched his tent.",Sekemni bupha Hamorni bwsarokni aroni a hano rukphai khók sara rwui paiwi na kha.
There he erected an altar and called it El-Elohe-Israel.,Bo aro háyá kaisa tisa kha tei abono El-Elohe-Israil hwnwi mung phar kha.
"Now Dinah the daughter of Leah, whom she had borne to Jacob, went out to visit the women of the land;","Salsa Jakob bai Leani bwsajwk Dina, a hani bwrwirok bai malaina bagwi tháng kha."
"and when Shechem the son of Hamor the Hivite, the prince of the land, saw her, he seized her and lay with her and humbled her.","Aphuru khe Hamorni bwsla Sekem Hibisa, a hani bugrani bwsla bono nuk khe tlangwi thángwi bono romphreui thu kha."
And his soul was drawn to Dinah the daughter of Jacob; he loved the maiden and spoke tenderly to her.,Bo Jakobni bwsajwkno bwkha phurjak kha tei hamjak kha; bini bwkha manna bagwi bo kók kwtẃi kwtẃi sa kha.
"So Shechem spoke to his father Hamor, saying, “Get me this maiden for my wife.”",Hakhe Sekem bupha Hamorno “Nwng ano o bwrwi bai ma káinai” hwnwi sa kha.
"Now Jacob heard that he had defiled his daughter Dinah; but his sons were with his cattle in the field, so Jacob held his peace until they came.","Jakob, Sekem bwsajwkno mung hamya man rwmano khna kha; tamo khe bwsarok aphuru mal-matarok mwrwgwi tongwi-o aboni bagwi bórok kiphil yasakno kwchang kwchang kheno tong gra kha."
And Hamor the father of Shechem went out to Jacob to speak with him.,Hakhe Sekemni bupha Hamor Jakob bai kók sa laina bagwi tháng kha.
"The sons of Jacob came in from the field when they heard of it; and the men were indignant and very angry, because he had wrought folly in Israel by lying with Jacob's daughter, for such a thing ought not to be done.","Jakobni bwsarok abono khnaui mal-mata mwrwkmani kiphilwi phai lai kha; bórok bwkha hamjak li ya tei belai khe jolijak bai kha, tamni hwn khe bo Jakobni bwsajwkno romphreui bo bai thu-ui Israilrokno lachi rw kha."
"But Hamor spoke with them, saying, “The soul of my son Shechem longs for your daughter; I pray you, give her to him in marriage.","Phiya ba Hamor bono hai hwnwi sa kha, “Angsla Sekemni bwkha le nwsajwkno khátang súgwi tong kha, bono bo bai kái si di."
"Make marriages with us; give your daughters to us, and take our daughters for yourselves.",Phai di chwng bai kái lai si di; nwsajwksongno chini bwsa chwlarok bai kái lai anw tei chini sajwksong baibo nwslasongno kái si di.
"You shall dwell with us; and the land shall be open to you; dwell and trade in it, and get property in it.”","Norok chwng bai’-no thansa khe tong di, norok tongna muchung thani’-no tong di, pabo pai di, phabo phal di, sak sakni bagwibo aji di.”"
"Shechem also said to her father and to her brothers, “Let me find favor in your eyes, and whatever you say to me I will give.","Sekem Dinani bupha tei bini takhuksongrokno hai hwnwi sa kha, “Norok ano lon bai di, hakhe ang norok sanmani tẃi’-no rwnani."
"Ask of me ever so much as marriage present and gift, and I will give according as you say to me; only give me the maiden to be my wife.”","Norok tamo hili nai sa di, bwrwini bagwi kái laimungni hilibo norok ano sanma swk’-no rwnai. Norok ano bo bai simi kái di.”"
"The sons of Jacob answered Shechem and his father Hamor deceitfully, because he had defiled their sister Dinah.","Sekem bórokni bukhuk Dinano dera rwmani bagwi, Jakobni bwsarok bwsla Sekem bai bupha Hamorno bandiui sa kha."
"They said to them, “We cannot do this thing, to give our sister to one who is uncircumcised, for that would be a disgrace to us.","Bórok bórokno hai hwnwi sa kha, “Chwng o samung khlaiwi man ya, chwng sakur rajak yarokni thani chini bukhukno rwui man ya, abo hai khe chini lachimung wngnai se."
Only on this condition will we consent to you: that you will become as we are and every male of you be circumcised.,"Omo hai hwn khe simi se wngwi mano, norokbo chwng hai ma wngnai bebak chwlarok sakur ma rajaknai."
"Then we will give our daughters to you, and we will take your daughters to ourselves, and we will dwell with you and become one people.",Abo hai khe se chwng norok bai kái laiwi tei káijak laiwi mannai tei chwng orono tong phlaiwi norok bai bosong kaisa wngnai.
"But if you will not listen to us and be circumcised, then we will take our daughter, and we will be gone.”",Phiya norok chwng samano lon yaui sakur rajak ya khe chwng bono tlangwi thángwi páinai.”
Their words pleased Hamor and Hamor's son Shechem.,Bórokni kókno Hamor bai bwsla Sekem chajak lai kha.
"And the young man did not delay to do the thing, because he had delight in Jacob's daughter. Now he was the most honored of all his family.","A siklasa dodro a samungno khlai kha, tamni hwn khe bo Jakobni bwsajwkno belai kheno hamjago. Tabuk bo khe bini nokni bórijak kuknai."
"So Hamor and his son Shechem came to the gate of their city and spoke to the men of their city, saying,","Hakhe Hamor bai bwsla Sekem kamiyungni duglamo phaiwi bórokni kamiyungni borokrokno hai hwnwi sa phai kha,"
"“These men are friendly with us; let them dwell in the land and trade in it, for behold, the land is large enough for them; let us take their daughters in marriage, and let us give them our daughters.","“O borokrok chwng bai kwthaui tongnai máng se; bórok chini ha-ono tong thung, manwirokbo pai thung phal thung, nai di o habo torma ba bórokni bagwi tongna khochor glak. Chwngbo bórokni bwrwi bwsarok bai káijaknai, chini bwrwi bwsaroknobo bórok bai kái lainai."
"Only on this condition will the men agree to dwell with us, to become one people: that every male among us be circumcised as they are circumcised.","Tamo khe o borokrok chwng bai thansa dopha kaisa wngna khe, chwng bórok sakur rajakma hai’-no chwngbo sakur ma rajaknai."
"Will not their cattle, their property and all their beasts be ours? Only let us agree with them, and they will dwell with us.”","Omo hai khe bórokni mal-matarok, rang-rírok chini wng glak diba? Phai di bórokbo chwng bai tongwi manna tẃi khe chwng bebakno lon lai anw.”"
"And all who went out of the gate of his city hearkened to Hamor and his son Shechem; and every male was circumcised, all who went out of the gate of his city.",Kamiyungni bebak borokrok Hamor bai Sekem samano soi lai kha tei kamiyungni duglamni phataro thángnai bebak chwla bwsarok sakur rajak bai kha.
"On the third day, when they were sore, two of the sons of Jacob, Simeon and Levi, Dinah's brothers, took their swords and came upon the city unawares, and killed all the males.","Salthamni salo, bórokni bebak chwlarok sakur rajagwi kwsa manjak máng, aphuru Jakobni bwslasong khoroknwi Simion bai Lebi Dinani takhuksong, bórokni seng naui tepsa khe kamiyungo habwi kha tei bebak chwlarokno butharwi pái kha."
"They slew Hamor and his son Shechem with the sword, and took Dinah out of Shechem's house, and went away.",Bórok Hamor bai bwsla Sekemnobo seng bai tantharwi pái kha. Hakhe bórok Dinano Sekemni nokni tikhlaiwi nongkhorwi tháng kha.
"And the sons of Jacob came upon the slain, and plundered the city, because their sister had been defiled;",Hakhe Jakobni bwslasong kwthwi tong thani phaiwi kamiyungni manwi-khwnwirok sekproui tlangwi tháng kha; tamni hwnma le bórok bahanokno dera rw kha.
"they took their flocks and their herds, their asses, and whatever was in the city and in the field;","Bórok mal-matarok, pun merarok, korai chirkarok kamiyungo tei hapharo tongma bebakno naui pái kha,"
"all their wealth, all their little ones and their wives, all that was in the houses, they captured and made their prey.","bórokni bebak rang-puisarok, bórokni chwrai khonairok tei bwrwirok, romwi nokni tong kwrwi bebakno romwi tlangwi tháng kha."
"Then Jacob said to Simeon and Levi, “You have brought trouble on me by making me odious to the inhabitants of the land, the Canaanites and the Perizzites; my numbers are few, and if they gather themselves against me and attack me, I shall be destroyed, both I and my household.”","Aphuru khe Jakob Simion bai Lebino hai hwnwi sa kha, “Norok oro ani saka-o digi-sigi tubu kha; tabuk Kanansong Peressong tei ha-o tongnai bebakno ano hamya sanai kha. Ani borokrokbo báng tha ya; Bórok bebakno ano thansa khe swprak khe chini bebak núkhung se komornai.”"
"But they said, “Should he treat our sister as a harlot?”","Tamo khe bórok hai hwnwi sa kha, “Bo chini hanokno le sak phalnaijwkrok hai da ma tong?”"
"God said to Jacob, “Arise, go up to Bethel, and dwell there; and make there an altar to the God who appeared to you when you fled from your brother Esau.”","Kaitor Jakobno hai hwnwi sa kha, “Bacha di, Bethelo thángwi tongwi si di; tei nwng nini takhuk Esauni aroni khárwi tháng phuru nwng bai nukjaknai a Kaitorni bagwi háyá snam di.”"
"So Jacob said to his household and to all who were with him, “Put away the foreign gods that are among you, and purify yourselves, and change your garments;","Hakhe Jakob bini nokni borokrokno tei bo bai tongnai bebak borokrokno hai hwnwi sa kha, “Norokni bisingo tongma buini mwtairokno khibi bai di tei sak sak kwthar wng bai di tei norokni rírok slái bai di;"
"then let us arise and go up to Bethel, that I may make there an altar to the God who answered me in the day of my distress and has been with me wherever I have gone.”",chwng oroni nongkhorwi Bethelo thángnai tei aro thángwi ang tong kesebo tong phuru ano chubanai tei ang tháng thani ang bai baksa thángnai a Kaitorni háyá kaisa snamnai.”
"So they gave to Jacob all the foreign gods that they had, and the rings that were in their ears; and Jacob hid them under the oak which was near Shechem.",Hakhe bórok Jakobni yago bebak buini mwtairokno tei bórokni khunju kanma manwirokno yapharwi rw bai kha; Jakob abórokno Sekem gandarni uk buphang yaphango khe phob bai kha.
"And as they journeyed, a terror from God fell upon the cities that were round about them, so that they did not pursue the sons of Jacob.","Bórok thángwi tong phuru bórokni gana-gini tongma kamiyungrogo Kaitorni kirima bórokni thani hap kha, hakhe bórok Jakobni bwsarokno riphrik rak li ya."
"And Jacob came to Luz (that is, Bethel), which is in the land of Canaan, he and all the people who were with him,","Hakhe Jakob bini bororokno tubu-ui Lujo sók phai kha, (abono’-no Bethel hwno), omo wng kha ha Kanano,"
